retriever,llm,entity_type,llm_answer,qid_gold_true,linked_qid,sample_precision,sample_recall,sample_f1,TP,FP,FN,approach,approach_display
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; virtuoso; pianist; conductor,Q36180;Q36834;Q158852;Q214970;Q250867;Q486748;Q16145150;Q21680663,Q36834;Q214970;Q486748;Q158852,1.0,0.5,0.6666666666666666,4,0,4,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834,Q36834,1.0,1.0,1.0,1,0,0,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834;Q158852;Q1622272;Q14915627;Q16031530;Q16145150;Q18931911,Q36834,1.0,0.14285714285714285,0.25,1,0,6,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834,Q36834,1.0,1.0,1.0,1,0,0,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,Vice chairman,Q49757,Q1127270,0.0,0.0,0.0,0,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834,Q36834,1.0,1.0,1.0,1,0,0,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834;Q158852;Q1259917,Q36834,1.0,0.3333333333333333,0.5,1,0,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,chapel master; composer; maestro; musician,Q36834,Q36834;Q639669,0.5,1.0,0.6666666666666666,1,1,0,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,singer,Q2865819,Q177220,0.0,0.0,0.0,0,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,vocalist,Q2865819,Q2643890,0.0,0.0,0.0,0,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,choir director; educator,Q2865819,Q1076502;Q974144,0.0,0.0,0.0,0,2,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,vocalist; singer,Q2865819,Q2643890;Q177220,0.0,0.0,0.0,0,2,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,vocalist; quartetto performer,Q36834;Q158852;Q486748;Q1622272;Q16145150,Q2643890,0.0,0.0,0.0,0,1,5,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,musician; composer; violinist,Q36834;Q158852,Q639669;Q36834;Q1259917,0.3333333333333333,0.5,0.4,1,2,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; opera composer,Q36834;Q486748;Q639669;Q765778;Q1259917;Q16145150,Q36834;Q21680731,0.5,0.16666666666666666,0.25,1,1,5,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834,Q36834,1.0,1.0,1.0,1,0,0,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; librettist; theatre director,Q36180;Q36834;Q49757;Q158852;Q486748;Q1350157;Q3387717;Q8178443;Q11774202;Q18814623;Q18939491,Q36834;Q8178443;Q3387717,1.0,0.2727272727272727,0.42857142857142855,3,0,8,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; conductor; music educator,Q36834;Q158852;Q14915627;Q16031530;Q16145150,Q36834;Q158852;Q16145150,1.0,0.6,0.7499999999999999,3,0,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; musician,Q36834;Q158852;Q14915627;Q16031530;Q16145150,Q36834;Q639669,0.5,0.2,0.28571428571428575,1,1,4,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,violinist; music teacher; composer,Q36834,Q1259917;Q2675537;Q36834,0.3333333333333333,1.0,0.5,1,2,0,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; maestro; conductor.,Q36834;Q158852;Q1259917,Q36834;Q158852,1.0,0.6666666666666666,0.8,2,0,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; performer; musician; conductor,Q177220;Q2865819,Q36834;Q713200;Q639669;Q158852,0.0,0.0,0.0,0,4,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; editor; publisher,Q36834;Q765778,Q36834;Q1607826;Q2516866,0.3333333333333333,0.5,0.4,1,2,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,poet; playwright,Q11063;Q36180;Q49757;Q170790;Q4263842,Q49757;Q214917,0.5,0.2,0.28571428571428575,1,1,4,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; musician,Q36180;Q753110;Q17505902,Q36834;Q639669,0.0,0.0,0.0,0,2,3,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; pianist; violinist,Q36834;Q486748;Q639669;Q765778;Q1259917;Q16145150,Q36834;Q486748;Q1259917,1.0,0.5,0.6666666666666666,3,0,3,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,vocalist,Q2865819,Q2643890,0.0,0.0,0.0,0,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834;Q158852;Q806349;Q14915627,Q36834,1.0,0.25,0.4,1,0,3,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; conductor,Q36834;Q765778;Q943995;Q1259917;Q1622272;Q5371902;Q21680731,Q36834;Q158852,0.5,0.14285714285714285,0.22222222222222224,1,1,6,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,philosopher; statesman,Q901;Q16533;Q36180;Q40348;Q82955;Q155647;Q201788;Q4964182,Q4964182;Q372436,0.5,0.125,0.2,1,1,7,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,author,Q36180;Q49757;Q82955;Q214917;Q1607826;Q1930187;Q3589290;Q8178443;Q11774202,Q482980,0.0,0.0,0.0,0,1,9,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,philosopher; author,Q36180;Q170790;Q201788;Q1622272;Q4964182,Q4964182;Q482980,0.5,0.2,0.28571428571428575,1,1,4,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,librarian; scholar; translator,Q16533;Q36180;Q49757;Q82955;Q333634;Q1731155;Q2374149;Q4773904;Q14467526,Q182436;Q2248623;Q333634,0.3333333333333333,0.1111111111111111,0.16666666666666666,1,2,8,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; pianist,Q36180;Q36834;Q158852;Q486748;Q765778;Q1028181;Q1622272;Q14915627;Q16145150,Q36834;Q486748,1.0,0.2222222222222222,0.3636363636363636,2,0,7,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,violinist; composer; teacher; musician,Q36834;Q1259917;Q14915627;Q16031530;Q16145150,Q1259917;Q36834;Q37226;Q639669,0.5,0.4,0.4444444444444445,2,2,3,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834;Q486748;Q1622272;Q14915627;Q16145150;Q21680663,Q36834,1.0,0.16666666666666666,0.2857142857142857,1,0,5,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,music teacher; music director; organist,Q36834;Q765778;Q16145150,Q2675537;Q1198887;Q765778,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,musician; conductor; composer; tutor,Q36834,Q639669;Q158852;Q36834;Q901222,0.25,1.0,0.4,1,3,0,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; conductor; music teacher,Q36834;Q158852;Q1622272;Q14915627;Q16031530;Q16145150;Q18931911,Q36834;Q158852;Q2675537,0.6666666666666666,0.2857142857142857,0.4,2,1,5,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,organist,Q36834;Q486748;Q16145150,Q765778,0.0,0.0,0.0,0,1,3,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,organist; composer; music educator,Q36834;Q486748,Q765778;Q36834;Q16145150,0.3333333333333333,0.5,0.4,1,2,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,organist,Q36834;Q37226;Q158852;Q16145150,Q765778,0.0,0.0,0.0,0,1,4,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q2643890;Q2865819,Q36834,0.0,0.0,0.0,0,1,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834;Q5371902,Q36834,1.0,0.5,0.6666666666666666,1,0,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834;Q16145150,Q36834,1.0,0.5,0.6666666666666666,1,0,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,Court official,Q82955,Q11626664,0.0,0.0,0.0,0,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; music publisher,Q753110,Q36834;Q222836,0.0,0.0,0.0,0,2,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,opera singer; vocal coach; music teacher,Q177220;Q2865819,Q2865819;Q2981027;Q2675537,0.3333333333333333,0.5,0.4,1,2,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; editor; publisher,Q36834;Q765778,Q36834;Q1607826;Q2516866,0.3333333333333333,0.5,0.4,1,2,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834;Q2865819,Q36834,1.0,0.5,0.6666666666666666,1,0,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; musician; conductor; music educator,Q36834;Q899758;Q1259917,Q36834;Q639669;Q158852;Q16145150,0.25,0.3333333333333333,0.28571428571428575,1,3,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; conductor; music educator; harpsichordist,Q36834;Q37226;Q158852;Q805221;Q1231865;Q1259917;Q2490358;Q5716684;Q16145150,Q36834;Q158852;Q16145150;Q5371902,0.75,0.3333333333333333,0.46153846153846156,3,1,6,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; pianist,Q36834;Q158852;Q486748;Q1622272;Q16145150,Q36834;Q486748,1.0,0.4,0.5714285714285715,2,0,3,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; organist,Q36834;Q765778,Q36834;Q765778,1.0,1.0,1.0,2,0,0,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834;Q37226;Q215793,Q36834,1.0,0.3333333333333333,0.5,1,0,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834;Q158852;Q486748;Q14915627,Q36834,1.0,0.25,0.4,1,0,3,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834,Q36834,1.0,1.0,1.0,1,0,0,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,opera singer; performer,Q2865819,Q2865819;Q713200,0.5,1.0,0.6666666666666666,1,1,0,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; pianist,Q36834;Q158852,Q36834;Q486748,0.5,0.5,0.5,1,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,violinist; courtier,Q2478141,Q1259917;Q1511216,0.0,0.0,0.0,0,2,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,"composer; conductor; string quartet; violinist
His fugues are indeed ‘superior to those of Spohr, Schneider, Loewe""",Q36834;Q158852;Q639669;Q1259917;Q14915627;Q16145150,,0.0,0.0,0.0,0,0,6,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834;Q158852;Q486748;Q14915627,Q36834,1.0,0.25,0.4,1,0,3,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; conductor; music educator,Q36834;Q158852;Q177220;Q330679;Q765778;Q5758653,Q36834;Q158852;Q16145150,0.6666666666666666,0.3333333333333333,0.4444444444444444,2,1,4,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,troup master; theatre manager,Q33999;Q2259451;Q2865819,Q1776724,0.0,0.0,0.0,0,1,3,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,singer; knighted,Q33999;Q2865819,Q177220,0.0,0.0,0.0,0,1,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,singer,Q33999;Q2259451;Q2865819;Q3387717;Q20083902,Q177220,0.0,0.0,0.0,0,1,5,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,"singer, vocalist",Q2865819,Q177220;Q2643890,0.0,0.0,0.0,0,2,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,opera singer; celebrity,Q36834;Q2865819,Q2865819;Q211236,0.5,0.5,0.5,1,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,principal; singer,Q2865819,Q7245049;Q177220,0.0,0.0,0.0,0,2,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,tenor,Q2865819,Q27914,0.0,0.0,0.0,0,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,organist,Q1955150,Q765778,0.0,0.0,0.0,0,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,singer,Q33999;Q2259451;Q2865819,Q177220,0.0,0.0,0.0,0,1,3,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,soprano singer,Q2865819,Q98834068,0.0,0.0,0.0,0,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; violinist,Q36834;Q765778;Q5371902,Q36834;Q1259917,0.5,0.3333333333333333,0.4,1,1,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,singer,Q2865819,Q177220,0.0,0.0,0.0,0,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,vocalist,Q177220,Q2643890,0.0,0.0,0.0,0,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,vocalist,Q177220,Q2643890,0.0,0.0,0.0,0,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,vocalist; singer,Q177220;Q2865819,Q2643890;Q177220,0.5,0.5,0.5,1,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,music printing pioneer,Q49757;Q13424456,,0.0,0.0,0.0,0,0,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,novelist; poet; lawyer,Q16533;Q36180;Q40348;Q49757;Q201788;Q214917;Q333634;Q864380;Q1209498;Q4263842;Q6625963;Q14467526;Q14915627;Q15949613,Q6625963;Q49757;Q40348,1.0,0.21428571428571427,0.35294117647058826,3,0,11,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; performer,Q36834;Q158852;Q214970;Q691031;Q765778;Q1076502;Q1259917;Q2251335;Q5371902;Q14915627;Q16145150,Q36834;Q713200,0.5,0.09090909090909091,0.15384615384615385,1,1,10,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,music director,Q36834;Q158852,Q1198887,0.0,0.0,0.0,0,1,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,poet; editor,Q36180;Q49757;Q182436;Q8178443,Q49757;Q1607826,0.5,0.25,0.3333333333333333,1,1,3,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,Dr.,Q36834,Q18121578,0.0,0.0,0.0,0,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; pianist,Q36834;Q158852;Q486748;Q1231865;Q1259917;Q1622272;Q14915627;Q16145150;Q18939491,Q36834;Q486748,1.0,0.2222222222222222,0.3636363636363636,2,0,7,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,bassoonist; musician,Q36834,Q12310971;Q639669,0.0,0.0,0.0,0,2,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,Pianist,Q36834,Q486748,0.0,0.0,0.0,0,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,patron of the arts; art connoisseur; hostess of cultural events; supporter of theater,Q2478141,Q15472169,0.0,0.0,0.0,0,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,pianist; music critic; conductor,Q36834;Q16145150,Q486748;Q1350157;Q158852,0.0,0.0,0.0,0,3,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,conductor; opera manager,Q36834;Q486748,Q158852;Q3029406,0.0,0.0,0.0,0,2,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,editor; composer,Q36834;Q765778,Q1607826;Q36834,0.5,0.5,0.5,1,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,writer; literary critic; drama critic; theatre historian,Q36834;Q158852;Q486748,Q36180;Q4263842;Q17337766;Q70744319,0.0,0.0,0.0,0,4,3,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; music educator; government official,Q36834;Q37226,Q36834;Q16145150;Q8985067,0.3333333333333333,0.5,0.4,1,2,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,politician; statesman,Q36834;Q765778,Q82955;Q372436,0.0,0.0,0.0,0,2,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,music teacher,Q36834;Q177220;Q1836630;Q1999862;Q2865819;Q16145150,Q2675537,0.0,0.0,0.0,0,1,6,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,diplomat; ambassador,Q82955;Q193391,Q193391;Q121998,0.5,0.5,0.5,1,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,opera patron; music enthusiast,Q82955;Q2478141,,0.0,0.0,0.0,0,0,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834;Q158852;Q222836;Q486748;Q14915627;Q16145150,Q36834,1.0,0.16666666666666666,0.2857142857142857,1,0,5,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,pianist; music educator,Q36834;Q43845;Q486748;Q2516866,Q486748;Q16145150,0.5,0.25,0.3333333333333333,1,1,3,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; conductor; pianist; organist,Q2865819,Q36834;Q158852;Q486748;Q765778,0.0,0.0,0.0,0,4,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; pianist; music educator,Q36834;Q158852;Q486748;Q1231865;Q1259917;Q1622272;Q14915627;Q16145150;Q18939491,Q36834;Q486748;Q16145150,1.0,0.3333333333333333,0.5,3,0,6,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834,Q36834,1.0,1.0,1.0,1,0,0,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834;Q158852,Q36834,1.0,0.5,0.6666666666666666,1,0,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834;Q486748;Q1323191;Q2490358;Q2707485,Q36834,1.0,0.2,0.33333333333333337,1,0,4,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,pianist; composer; music educator,Q36834;Q158852;Q486748;Q1231865;Q1259917;Q1622272;Q14915627;Q16145150;Q18939491,Q486748;Q36834;Q16145150,1.0,0.3333333333333333,0.5,3,0,6,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,conductor; school teacher,Q2865819,Q158852;Q2251335,0.0,0.0,0.0,0,2,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834;Q158852;Q486748;Q855091;Q1350157;Q24067349,Q36834,1.0,0.16666666666666666,0.2857142857142857,1,0,5,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; pianist; violinist; organist; conductor; music educator; opera composer,Q36834;Q486748;Q639669;Q765778;Q1259917;Q16145150,Q36834;Q486748;Q1259917;Q765778;Q158852;Q16145150;Q21680731,0.7142857142857143,0.8333333333333334,0.7692307692307692,5,2,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; violinist,Q36834;Q37226;Q1259917;Q1622272;Q16145150,Q36834;Q1259917,1.0,0.4,0.5714285714285715,2,0,3,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834;Q486748;Q639669;Q765778;Q1259917;Q16145150,Q36834,1.0,0.16666666666666666,0.2857142857142857,1,0,5,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,conductor,Q36834;Q158852;Q762707;Q13219637,Q158852,1.0,0.25,0.4,1,0,3,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; music educator,Q36834;Q158852,Q36834;Q16145150,0.5,0.5,0.5,1,1,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,king,Q116;Q82955,Q12097,0.0,0.0,0.0,0,1,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834,Q36834,1.0,1.0,1.0,1,0,0,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,noble; philanthropist,Q82955;Q12299841,Q16744001;Q12362622,0.0,0.0,0.0,0,2,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; chamber violinist,Q36834,Q36834,1.0,1.0,1.0,1,0,0,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; chamber violinist,Q36834;Q215793;Q805221;Q805253;Q1259917;Q2490358;Q2675537;Q5716684,Q36834,1.0,0.125,0.2222222222222222,1,0,7,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,clarinettist,Q36834;Q118865;Q639669,Q118865,1.0,0.3333333333333333,0.5,1,0,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834;Q486748;Q639669;Q765778;Q1259917;Q16145150,Q36834,1.0,0.16666666666666666,0.2857142857142857,1,0,5,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,physician,Q36834;Q39631,Q39631,1.0,0.5,0.6666666666666666,1,0,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,poet; humorist,Q36180;Q49757;Q182436;Q8178443,Q49757;Q12406482,0.5,0.25,0.3333333333333333,1,1,3,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer,Q36834;Q1259917,Q36834,1.0,0.5,0.6666666666666666,1,0,1,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,novelist; poet; playwright; historian,Q16533;Q36180;Q40348;Q49757;Q201788;Q214917;Q333634;Q864380;Q1209498;Q4263842;Q6625963;Q14467526;Q14915627;Q15949613,Q6625963;Q49757;Q214917;Q201788,1.0,0.2857142857142857,0.4444444444444445,4,0,10,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,harpist; pianist; violinist; horn player; double-bass player; private music instructor; founder of a music instrument store,Q36834;Q158852;Q1622272;Q12310971;Q14915627;Q16145150,,0.0,0.0,0.0,0,0,6,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; music educator,Q36834;Q158852;Q765778;Q16145150,Q36834;Q16145150,1.0,0.5,0.6666666666666666,2,0,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,nobility; patron of the arts; founder of institutions; royalty,Q82955;Q1475726;Q2478141,Q15472169;Q11573099,0.0,0.0,0.0,0,2,3,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,composer; musician,Q36834;Q158852;Q486748,Q36834;Q639669,0.5,0.3333333333333333,0.4,1,1,2,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,"composer
Your answer:",Q36180;Q36834;Q158852;Q486748;Q765778;Q1028181;Q1622272;Q14915627;Q16145150,,0.0,0.0,0.0,0,0,9,RAG,RAG
bge-large,microsoft_phi-3-medium-128k-instruct_20250505_linked_evaluated,NIL,pianist; composer,Q36834;Q158852;Q486748;Q1622272;Q16145150,Q486748;Q36834,1.0,0.4,0.5714285714285715,2,0,3,RAG,RAG
