document_id	sentence	named entity mention 	named entity QID	named entity type	property	property value QID	in_web	in_corpus	Verified	Source
TheQuarterlyMusicalMagazineAndReview__1825-025.txt_572	+ The Wild Hyacinth, a Songs composed by J. F. Walmisley....	J. F. Walmisley	NIL	person	given name	Q16428906	yes	yes	yes	https://www.wikidata.org/wiki/Q18917555
TheQuarterlyMusicalMagazineAndReview__1825-025.txt_572	+ The Wild Hyacinth, a Songs composed by J. F. Walmisley....	J. F. Walmisley	NIL	person	sex or gender	Q6581097	yes	yes	yes	https://www.wikidata.org/wiki/Q18917555
TheQuarterlyMusicalMagazineAndReview__1825-025.txt_572	+ The Wild Hyacinth, a Songs composed by J. F. Walmisley....	J. F. Walmisley	NIL	person	country of citizenship	Q145	yes	yes	yes	https://www.wikidata.org/wiki/Q18917555
TheQuarterlyMusicalMagazineAndReview__1825-025.txt_572	+ The Wild Hyacinth, a Songs composed by J. F. Walmisley....	J. F. Walmisley	NIL	person	occupation	Q36834, Q765778	yes	yes	yes	https://www.wikidata.org/wiki/Q18917555
TheQuarterlyMusicalMagazineAndReview__1825-025.txt_572	+ The Wild Hyacinth, a Songs composed by J. F. Walmisley....	J. F. Walmisley	NIL	person	date of birth	1783	yes	yes	yes	https://www.wikidata.org/wiki/Q18917555
TheMusicalTimes__1876-397.txt_3729	ty J. L. Peters, 843, Broadway, New York. ~ - Wednesday, March 2, 1876,	J. L. Peters	NIL	person	given name	Q4925477	yes	no	yes	https://imslp.org/wiki/J.L._Peters
TheMusicalTimes__1876-397.txt_3729	ty J. L. Peters, 843, Broadway, New York. ~ - Wednesday, March 2, 1876,	J. L. Peters	NIL	person	sex or gender	Q6581097	yes	yes	yes	https://imslp.org/wiki/J.L._Peters
TheMusicalTimes__1876-397.txt_3729	ty J. L. Peters, 843, Broadway, New York. ~ - Wednesday, March 2, 1876,	J. L. Peters	NIL	person	country of citizenship	Q30	yes	yes	yes	https://imslp.org/wiki/J.L._Peters
TheMusicalTimes__1876-397.txt_3729	ty J. L. Peters, 843, Broadway, New York. ~ - Wednesday, March 2, 1876,	J. L. Peters	NIL	person	occupation	Q222836, Q43845, Q121010280, Q175151	yes	yes	yes	https://imslp.org/wiki/J.L._Peters
TheMusicalTimes__1876-397.txt_3729	ty J. L. Peters, 843, Broadway, New York. ~ - Wednesday, March 2, 1876,	J. L. Peters	NIL	person	date of birth	NIL	no	no	yes	https://imslp.org/wiki/J.L._Peters
TheMusicalTimes__1875-388.txt_1718	-Set to music composed by James Fitzgerald, Organist of St. George’s Parish Church, Kidderminster.	James Fitzgerald	NIL	person	given name	Q677191			yes	https://www.cambridge.org/core/journals/nineteenth-century-music-review/article/foundation-of-the-college-of-organists-personalities-proceedings-and-early-actions/8F6AD3A5B368AD804A0B16518DD6CFCE
TheMusicalTimes__1875-388.txt_1718	-Set to music composed by James Fitzgerald, Organist of St. George’s Parish Church, Kidderminster.	James Fitzgerald	NIL	person	sex or gender	Q6581097			yes	https://www.cambridge.org/core/journals/nineteenth-century-music-review/article/foundation-of-the-college-of-organists-personalities-proceedings-and-early-actions/8F6AD3A5B368AD804A0B16518DD6CFCE
TheMusicalTimes__1875-388.txt_1718	-Set to music composed by James Fitzgerald, Organist of St. George’s Parish Church, Kidderminster.	James Fitzgerald	NIL	person	country of citizenship	Q145			yes	https://www.cambridge.org/core/journals/nineteenth-century-music-review/article/foundation-of-the-college-of-organists-personalities-proceedings-and-early-actions/8F6AD3A5B368AD804A0B16518DD6CFCE
TheMusicalTimes__1875-388.txt_1718	-Set to music composed by James Fitzgerald, Organist of St. George’s Parish Church, Kidderminster.	James Fitzgerald	NIL	person	occupation	Q765778,Q36834			yes	https://www.cambridge.org/core/journals/nineteenth-century-music-review/article/foundation-of-the-college-of-organists-personalities-proceedings-and-early-actions/8F6AD3A5B368AD804A0B16518DD6CFCE
TheMusicalTimes__1875-388.txt_1718	-Set to music composed by James Fitzgerald, Organist of St. George’s Parish Church, Kidderminster.	James Fitzgerald	NIL	person	date of birth	NIL				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1149	- Jodran,. a distinguished tenor, possesses, like Soretti (who sings at the church of Santa Maria Maggiore), a superb voice.	Jodran	NIL	person	given name	NIL				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1149	- Jodran,. a distinguished tenor, possesses, like Soretti (who sings at the church of Santa Maria Maggiore), a superb voice.	Jodran	NIL	person	sex or gender	Q6581097				Corpus
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1149	- Jodran,. a distinguished tenor, possesses, like Soretti (who sings at the church of Santa Maria Maggiore), a superb voice.	Jodran	NIL	person	country of citizenship	NIL				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1149	- Jodran,. a distinguished tenor, possesses, like Soretti (who sings at the church of Santa Maria Maggiore), a superb voice.	Jodran	NIL	person	occupation	Q65620039,Q27914,Q28771895,Q12374149,Q15214752,Q3391743				Corpus
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1149	- Jodran,. a distinguished tenor, possesses, like Soretti (who sings at the church of Santa Maria Maggiore), a superb voice.	Jodran	NIL	person	date of birth	NIL				
TheMusicalWorld__1843-036.txt_756	Translated by John Bishop, and dedicated to the Author's friend, Professor Taylor.	John Bishop	NIL	person	given name	Q4925477	yes	yes	yes	https://www.operabase.com/john-bishop-of-cheltenham-a2268074/en
TheMusicalWorld__1843-036.txt_756	Translated by John Bishop, and dedicated to the Author's friend, Professor Taylor.	John Bishop	NIL	person	sex or gender	Q6581097	yes	yes	yes	https://www.operabase.com/john-bishop-of-cheltenham-a2268074/en
TheMusicalWorld__1843-036.txt_756	Translated by John Bishop, and dedicated to the Author's friend, Professor Taylor.	John Bishop	NIL	person	country of citizenship	Q145	yes	yes	yes	https://www.operabase.com/john-bishop-of-cheltenham-a2268074/en
TheMusicalWorld__1843-036.txt_756	Translated by John Bishop, and dedicated to the Author's friend, Professor Taylor.	John Bishop	NIL	person	occupation	Q333634, Q1607826	yes	yes	yes	https://www.operabase.com/john-bishop-of-cheltenham-a2268074/en
TheMusicalWorld__1843-036.txt_756	Translated by John Bishop, and dedicated to the Author's friend, Professor Taylor.	John Bishop	NIL	person	date of birth	NIL	no	no	yes	https://www.operabase.com/john-bishop-of-cheltenham-a2268074/en
TheMusicalTimes__1875-388.txt_1671	The artists engaged were the Misses Agnes Drummond, Josephine Pulham, Marian Haigh, Florence Wydford, and Messrs. Henry Guy, Theodore Distin, E. Stone, and Thurley Beale.	Josephine Pulham	NIL	person	given name	Q666954	no	yes	yes	
TheMusicalTimes__1875-388.txt_1671	The artists engaged were the Misses Agnes Drummond, Josephine Pulham, Marian Haigh, Florence Wydford, and Messrs. Henry Guy, Theodore Distin, E. Stone, and Thurley Beale.	Josephine Pulham	NIL	person	sex or gender	Q6581072	no	yes	yes	
TheMusicalTimes__1875-388.txt_1671	The artists engaged were the Misses Agnes Drummond, Josephine Pulham, Marian Haigh, Florence Wydford, and Messrs. Henry Guy, Theodore Distin, E. Stone, and Thurley Beale.	Josephine Pulham	NIL	person	country of citizenship	Q145	no	yes	yes	
TheMusicalTimes__1875-388.txt_1671	The artists engaged were the Misses Agnes Drummond, Josephine Pulham, Marian Haigh, Florence Wydford, and Messrs. Henry Guy, Theodore Distin, E. Stone, and Thurley Beale.	Josephine Pulham	NIL	person	occupation	Q98834068	no	yes	yes	
TheMusicalTimes__1875-388.txt_1671	The artists engaged were the Misses Agnes Drummond, Josephine Pulham, Marian Haigh, Florence Wydford, and Messrs. Henry Guy, Theodore Distin, E. Stone, and Thurley Beale.	Josephine Pulham	NIL	person	date of birth	NIL	no	no	yes	
The_Musical_World__ms_1845-029_4_	"When Paganini returned from France and England, he was called upon frequently by the young artist, to hear him play and ask his advice; and although at this time the great violinist was grievously indisposed, he neither withheld his playing nor refused his assistance to his young friend. M. Dellepiane, who was first violin at the Theatre Carlo Felice at Genoa, and master of the Conservatoire of the same city, was taken ill;"	M. Dellepiane	NIL	person	given name	NIL	no	no	yes	
The_Musical_World__ms_1845-029_4_	"When Paganini returned from France and England, he was called upon frequently by the young artist, to hear him play and ask his advice; and although at this time the great violinist was grievously indisposed, he neither withheld his playing nor refused his assistance to his young friend. M. Dellepiane, who was first violin at the Theatre Carlo Felice at Genoa, and master of the Conservatoire of the same city, was taken ill;"	M. Dellepiane	NIL	person	sex or gender	Q6581097	no	yes	yes	
The_Musical_World__ms_1845-029_4_	"When Paganini returned from France and England, he was called upon frequently by the young artist, to hear him play and ask his advice; and although at this time the great violinist was grievously indisposed, he neither withheld his playing nor refused his assistance to his young friend. M. Dellepiane, who was first violin at the Theatre Carlo Felice at Genoa, and master of the Conservatoire of the same city, was taken ill;"	M. Dellepiane	NIL	person	country of citizenship	Q38	no	yes	yes	
The_Musical_World__ms_1845-029_4_	"When Paganini returned from France and England, he was called upon frequently by the young artist, to hear him play and ask his advice; and although at this time the great violinist was grievously indisposed, he neither withheld his playing nor refused his assistance to his young friend. M. Dellepiane, who was first violin at the Theatre Carlo Felice at Genoa, and master of the Conservatoire of the same city, was taken ill;"	M. Dellepiane	NIL	person	occupation	Q1259917, Q974144, Q691031	no	yes	yes	
The_Musical_World__ms_1845-029_4_	"When Paganini returned from France and England, he was called upon frequently by the young artist, to hear him play and ask his advice; and although at this time the great violinist was grievously indisposed, he neither withheld his playing nor refused his assistance to his young friend. M. Dellepiane, who was first violin at the Theatre Carlo Felice at Genoa, and master of the Conservatoire of the same city, was taken ill;"	M. Dellepiane	NIL	person	date of birth	NIL	no	no	yes	
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1252	At some concerts, at the Feydeau, i in 1794, he executed some concerted symphonies of Devienne’s Sy with M. Huguot, Frederic and Charles Duvernoy.	M. Huguot	NIL	person	given name	NIL				
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1252	At some concerts, at the Feydeau, i in 1794, he executed some concerted symphonies of Devienne’s Sy with M. Huguot, Frederic and Charles Duvernoy.	M. Huguot	NIL	person	sex or gender	Q6581097	no	yes	yes	Corpus
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1252	At some concerts, at the Feydeau, i in 1794, he executed some concerted symphonies of Devienne’s Sy with M. Huguot, Frederic and Charles Duvernoy.	M. Huguot	NIL	person	country of citizenship	Q142	no	yes	yes	Corpus
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1252	At some concerts, at the Feydeau, i in 1794, he executed some concerted symphonies of Devienne’s Sy with M. Huguot, Frederic and Charles Duvernoy.	M. Huguot	NIL	person	occupation	Q639669	no	yes	yes	Corpus
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1252	At some concerts, at the Feydeau, i in 1794, he executed some concerted symphonies of Devienne’s Sy with M. Huguot, Frederic and Charles Duvernoy.	M. Huguot	NIL	person	date of birth	NIL				
TheHarmonicon__1833-005.txt_1679	A new symphony by M. Joachim Hoffman, a composition of great merit, was performed at that gentleman’s concert.	M. Joachim Hoffman	NIL	person	given name	Q4926961	no	yes	yes	Corpus
TheHarmonicon__1833-005.txt_1679	A new symphony by M. Joachim Hoffman, a composition of great merit, was performed at that gentleman’s concert.	M. Joachim Hoffman	NIL	person	sex or gender	Q6581097	no	yes	yes	
TheHarmonicon__1833-005.txt_1679	A new symphony by M. Joachim Hoffman, a composition of great merit, was performed at that gentleman’s concert.	M. Joachim Hoffman	NIL	person	country of citizenship	NIL				
TheHarmonicon__1833-005.txt_1679	A new symphony by M. Joachim Hoffman, a composition of great merit, was performed at that gentleman’s concert.	M. Joachim Hoffman	NIL	person	occupation	Q36834	no	yes	yes	
TheHarmonicon__1833-005.txt_1679	A new symphony by M. Joachim Hoffman, a composition of great merit, was performed at that gentleman’s concert.	M. Joachim Hoffman	NIL	person	date of birth	NIL				
The_Musical_Times_ms_1896-646_7_	Perhaps the most interesting piece was Bemberg’s ‘La Ballade du Désespéré” for yoice“and declamation, beautifully rendered by Miss Gertrude Bevan and Miss Ellen M. Bowick, with the accompaniments well played by the Misses Edith Byford, May H. Mukle, and Mabel E. Colyer.	Mabel E. Colyer	NIL	person	given name	Q949355	no	yes	yes	
The_Musical_Times_ms_1896-646_7_	Perhaps the most interesting piece was Bemberg’s ‘La Ballade du Désespéré” for yoice“and declamation, beautifully rendered by Miss Gertrude Bevan and Miss Ellen M. Bowick, with the accompaniments well played by the Misses Edith Byford, May H. Mukle, and Mabel E. Colyer.	Mabel E. Colyer	NIL	person	sex or gender	Q6581072	no	yes	yes	
The_Musical_Times_ms_1896-646_7_	Perhaps the most interesting piece was Bemberg’s ‘La Ballade du Désespéré” for yoice“and declamation, beautifully rendered by Miss Gertrude Bevan and Miss Ellen M. Bowick, with the accompaniments well played by the Misses Edith Byford, May H. Mukle, and Mabel E. Colyer.	Mabel E. Colyer	NIL	person	country of citizenship	Q145	no	yes	yes	
The_Musical_Times_ms_1896-646_7_	Perhaps the most interesting piece was Bemberg’s ‘La Ballade du Désespéré” for yoice“and declamation, beautifully rendered by Miss Gertrude Bevan and Miss Ellen M. Bowick, with the accompaniments well played by the Misses Edith Byford, May H. Mukle, and Mabel E. Colyer.	Mabel E. Colyer	NIL	person	occupation	Q486748, Q29448653, Q639669	no	yes	yes	
The_Musical_Times_ms_1896-646_7_	Perhaps the most interesting piece was Bemberg’s ‘La Ballade du Désespéré” for yoice“and declamation, beautifully rendered by Miss Gertrude Bevan and Miss Ellen M. Bowick, with the accompaniments well played by the Misses Edith Byford, May H. Mukle, and Mabel E. Colyer.	Mabel E. Colyer	NIL	person	date of birth	NIL	no	yes	yes	
TheMusicalTimes__1876-397.txt_2177	The soloists were Mrs. A. J. Sutton (in place of Madame Brooke, absent through illness), Miss Julia Jones, Miss Taylor, Mr. Bywater, and Mr. W. H. Phillips...	Madame Brooke	NIL	person	given name	NIL	no	no	yes	
TheMusicalTimes__1876-397.txt_2177	The soloists were Mrs. A. J. Sutton (in place of Madame Brooke, absent through illness), Miss Julia Jones, Miss Taylor, Mr. Bywater, and Mr. W. H. Phillips...	Madame Brooke	NIL	person	sex or gender	Q6581072	no	yes	yes	
TheMusicalTimes__1876-397.txt_2177	The soloists were Mrs. A. J. Sutton (in place of Madame Brooke, absent through illness), Miss Julia Jones, Miss Taylor, Mr. Bywater, and Mr. W. H. Phillips...	Madame Brooke	NIL	person	country of citizenship	Q145	no	yes	yes	
TheMusicalTimes__1876-397.txt_2177	The soloists were Mrs. A. J. Sutton (in place of Madame Brooke, absent through illness), Miss Julia Jones, Miss Taylor, Mr. Bywater, and Mr. W. H. Phillips...	Madame Brooke	NIL	person	occupation	Q1371914, Q177220	no	yes	yes	
TheMusicalTimes__1876-397.txt_2177	The soloists were Mrs. A. J. Sutton (in place of Madame Brooke, absent through illness), Miss Julia Jones, Miss Taylor, Mr. Bywater, and Mr. W. H. Phillips...	Madame Brooke	NIL	person	date of birth	NIL	no	no	yes	
the_Musical_Times_ms_1896-635_11_	She also gave a good interpretation of the ‘Hymne au Soleil,” without, however, causing us to forget Madame Collier's fine rendering of this number at the Société de Musique d’Ensemble, and at the Bodiniére	Madame Collier	NIL	person	given name	NIL	no	no	yes	
the_Musical_Times_ms_1896-635_11_	She also gave a good interpretation of the ‘Hymne au Soleil,” without, however, causing us to forget Madame Collier's fine rendering of this number at the Société de Musique d’Ensemble, and at the Bodiniére	Madame Collier	NIL	person	sex or gender	Q6581072	no	yes	yes	
the_Musical_Times_ms_1896-635_11_	She also gave a good interpretation of the ‘Hymne au Soleil,” without, however, causing us to forget Madame Collier's fine rendering of this number at the Société de Musique d’Ensemble, and at the Bodiniére	Madame Collier	NIL	person	country of citizenship	NIL	no	no	yes	
the_Musical_Times_ms_1896-635_11_	She also gave a good interpretation of the ‘Hymne au Soleil,” without, however, causing us to forget Madame Collier's fine rendering of this number at the Société de Musique d’Ensemble, and at the Bodiniére	Madame Collier	NIL	person	occupation	Q1371914, Q177220	no	yes	yes	
the_Musical_Times_ms_1896-635_11_	She also gave a good interpretation of the ‘Hymne au Soleil,” without, however, causing us to forget Madame Collier's fine rendering of this number at the Société de Musique d’Ensemble, and at the Bodiniére	Madame Collier	NIL	person	date of birth	NIL	no	no	yes	
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Madame Maria Durand	NIL	person	given name	Q325872	no	yes	yes	Corpus
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Madame Maria Durand	NIL	person	sex or gender	Q6581072	no	yes	yes	Corpus
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Madame Maria Durand	NIL	person	country of citizenship	Q142	no	yes	yes	Corpus
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Madame Maria Durand	NIL	person	occupation	Q2865819	no	yes	yes	Corpus
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Madame Maria Durand	NIL	person	date of birth	NIL				
the_Musical_Times_ms_1896-635_8_	At Bradford, too, there has. been more than ordinary musical activity. On November 22 the second of the Subscription Concerts took place, a miscellaneous programme of much more than average interest being sustained by Miss Esther Palliser, Madame Marian McKenzie, Messrs. Ben Davies and Douglas Powell, with Herr Rosenthal as pianist and Mr. W. H. Squire as violoncellist.	Madame Marian McKenzie	NIL	person	given name	Q20155725	no	yes	yes	Corpus
the_Musical_Times_ms_1896-635_8_	At Bradford, too, there has. been more than ordinary musical activity. On November 22 the second of the Subscription Concerts took place, a miscellaneous programme of much more than average interest being sustained by Miss Esther Palliser, Madame Marian McKenzie, Messrs. Ben Davies and Douglas Powell, with Herr Rosenthal as pianist and Mr. W. H. Squire as violoncellist.	Madame Marian McKenzie	NIL	person	sex or gender	Q6581072	no	yes	yes	Corpus
the_Musical_Times_ms_1896-635_8_	At Bradford, too, there has. been more than ordinary musical activity. On November 22 the second of the Subscription Concerts took place, a miscellaneous programme of much more than average interest being sustained by Miss Esther Palliser, Madame Marian McKenzie, Messrs. Ben Davies and Douglas Powell, with Herr Rosenthal as pianist and Mr. W. H. Squire as violoncellist.	Madame Marian McKenzie	NIL	person	country of citizenship	Q145	no	yes	yes	Corpus
the_Musical_Times_ms_1896-635_8_	At Bradford, too, there has. been more than ordinary musical activity. On November 22 the second of the Subscription Concerts took place, a miscellaneous programme of much more than average interest being sustained by Miss Esther Palliser, Madame Marian McKenzie, Messrs. Ben Davies and Douglas Powell, with Herr Rosenthal as pianist and Mr. W. H. Squire as violoncellist.	Madame Marian McKenzie	NIL	person	occupation	Q3153559	no	yes	yes	Corpus
the_Musical_Times_ms_1896-635_8_	At Bradford, too, there has. been more than ordinary musical activity. On November 22 the second of the Subscription Concerts took place, a miscellaneous programme of much more than average interest being sustained by Miss Esther Palliser, Madame Marian McKenzie, Messrs. Ben Davies and Douglas Powell, with Herr Rosenthal as pianist and Mr. W. H. Squire as violoncellist.	Madame Marian McKenzie	NIL	person	date of birth	NIL	no	no	yes	
the_Musical_Times_ms_1896-635_5_	Despite this drawback, the Concert wasa brilliant success, and Dr. Mackenzie’s abilities as a conductor were watmly recognised. Mr. Brodsky, the new leader of the Hallé band, made a most tavourable impression on his first appearance before a Leeds audience by his highly poetic and technically perfect playing of the Mendelssohn Concerto, and Madame Marian McKenzie contributed several songs with good effect.	Madame Marian McKenzie	NIL	person	given name	Q20155725	yes	yes	yes	https://catalogue.nla.gov.au/catalog/566075
the_Musical_Times_ms_1896-635_5_	Despite this drawback, the Concert wasa brilliant success, and Dr. Mackenzie’s abilities as a conductor were watmly recognised. Mr. Brodsky, the new leader of the Hallé band, made a most tavourable impression on his first appearance before a Leeds audience by his highly poetic and technically perfect playing of the Mendelssohn Concerto, and Madame Marian McKenzie contributed several songs with good effect.	Madame Marian McKenzie	NIL	person	sex or gender	Q6581072	yes	yes	yes	https://catalogue.nla.gov.au/catalog/566075
the_Musical_Times_ms_1896-635_5_	Despite this drawback, the Concert wasa brilliant success, and Dr. Mackenzie’s abilities as a conductor were watmly recognised. Mr. Brodsky, the new leader of the Hallé band, made a most tavourable impression on his first appearance before a Leeds audience by his highly poetic and technically perfect playing of the Mendelssohn Concerto, and Madame Marian McKenzie contributed several songs with good effect.	Madame Marian McKenzie	NIL	person	country of citizenship	Q145	yes	yes	yes	https://catalogue.nla.gov.au/catalog/566075
the_Musical_Times_ms_1896-635_5_	Despite this drawback, the Concert wasa brilliant success, and Dr. Mackenzie’s abilities as a conductor were watmly recognised. Mr. Brodsky, the new leader of the Hallé band, made a most tavourable impression on his first appearance before a Leeds audience by his highly poetic and technically perfect playing of the Mendelssohn Concerto, and Madame Marian McKenzie contributed several songs with good effect.	Madame Marian McKenzie	NIL	person	occupation	Q3153559	yes	yes	yes	https://catalogue.nla.gov.au/catalog/566075
the_Musical_Times_ms_1896-635_5_	Despite this drawback, the Concert wasa brilliant success, and Dr. Mackenzie’s abilities as a conductor were watmly recognised. Mr. Brodsky, the new leader of the Hallé band, made a most tavourable impression on his first appearance before a Leeds audience by his highly poetic and technically perfect playing of the Mendelssohn Concerto, and Madame Marian McKenzie contributed several songs with good effect.	Madame Marian McKenzie	NIL	person	date of birth	NIL	no	no	yes	
the_Musical_Times_ms_1895-634_7_	"he programme contained Mendelssohn’s ‘Hear my Prayer,” the solo part of which was effectively sung by Madame San Carolo; Cowen’s ‘Bridal Chorus, ’’ Stewart’s ‘Bells of St. Michael’s Tower,” and Pinsuti’s ‘Good - night, beloved.”"	Madame San Carolo	NIL	person	given name	Q229227				
the_Musical_Times_ms_1895-634_7_	"he programme contained Mendelssohn’s ‘Hear my Prayer,” the solo part of which was effectively sung by Madame San Carolo; Cowen’s ‘Bridal Chorus, ’’ Stewart’s ‘Bells of St. Michael’s Tower,” and Pinsuti’s ‘Good - night, beloved.”"	Madame San Carolo	NIL	person	sex or gender	Q6581072				
the_Musical_Times_ms_1895-634_7_	"he programme contained Mendelssohn’s ‘Hear my Prayer,” the solo part of which was effectively sung by Madame San Carolo; Cowen’s ‘Bridal Chorus, ’’ Stewart’s ‘Bells of St. Michael’s Tower,” and Pinsuti’s ‘Good - night, beloved.”"	Madame San Carolo	NIL	person	country of citizenship	Q38				
the_Musical_Times_ms_1895-634_7_	"he programme contained Mendelssohn’s ‘Hear my Prayer,” the solo part of which was effectively sung by Madame San Carolo; Cowen’s ‘Bridal Chorus, ’’ Stewart’s ‘Bells of St. Michael’s Tower,” and Pinsuti’s ‘Good - night, beloved.”"	Madame San Carolo	NIL	person	occupation	Q177220				
the_Musical_Times_ms_1895-634_7_	"he programme contained Mendelssohn’s ‘Hear my Prayer,” the solo part of which was effectively sung by Madame San Carolo; Cowen’s ‘Bridal Chorus, ’’ Stewart’s ‘Bells of St. Michael’s Tower,” and Pinsuti’s ‘Good - night, beloved.”"	Madame San Carolo	NIL	person	date of birth	NIL				
TheMusicalTimes__1876-397.txt_2395	the direction of Mr. Carmichael, on Thursday evening, January 27th, in aid of the Building Fund for The Soloists were Miss Madeline Roe, Miss Marie Ternan,	Madeline Roe	NIL	person	given name	Q3275790	no	yes	yes	
TheMusicalTimes__1876-397.txt_2395	the direction of Mr. Carmichael, on Thursday evening, January 27th, in aid of the Building Fund for The Soloists were Miss Madeline Roe, Miss Marie Ternan,	Madeline Roe	NIL	person	sex or gender	Q6581072	no	yes	yes	
TheMusicalTimes__1876-397.txt_2395	the direction of Mr. Carmichael, on Thursday evening, January 27th, in aid of the Building Fund for The Soloists were Miss Madeline Roe, Miss Marie Ternan,	Madeline Roe	NIL	person	country of citizenship	Q145	no	yes	yes	
TheMusicalTimes__1876-397.txt_2395	the direction of Mr. Carmichael, on Thursday evening, January 27th, in aid of the Building Fund for The Soloists were Miss Madeline Roe, Miss Marie Ternan,	Madeline Roe	NIL	person	occupation	Q1371914, Q177220, Q639669, Q713200				
TheMusicalTimes__1876-397.txt_2395	the direction of Mr. Carmichael, on Thursday evening, January 27th, in aid of the Building Fund for The Soloists were Miss Madeline Roe, Miss Marie Ternan,	Madeline Roe	NIL	person	date of birth	NIL				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_2235	The great drawback upon her singing was an occasional infirmity in the’ sustaining power, not unlike, though not to the same extent, as the trembling of voice observed in Mademoiselle Bonini.	Mademoiselle Bonini	NIL	person	given name	NIL				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_2235	The great drawback upon her singing was an occasional infirmity in the’ sustaining power, not unlike, though not to the same extent, as the trembling of voice observed in Mademoiselle Bonini.	Mademoiselle Bonini	NIL	person	sex or gender	Q6581072	no	yes	yes	Corpus
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_2235	The great drawback upon her singing was an occasional infirmity in the’ sustaining power, not unlike, though not to the same extent, as the trembling of voice observed in Mademoiselle Bonini.	Mademoiselle Bonini	NIL	person	country of citizenship	Q142	no	yes	yes	Corpus
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_2235	The great drawback upon her singing was an occasional infirmity in the’ sustaining power, not unlike, though not to the same extent, as the trembling of voice observed in Mademoiselle Bonini.	Mademoiselle Bonini	NIL	person	occupation	Q2865819	no	yes	yes	Corpus
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_2235	The great drawback upon her singing was an occasional infirmity in the’ sustaining power, not unlike, though not to the same extent, as the trembling of voice observed in Mademoiselle Bonini.	Mademoiselle Bonini	NIL	person	date of birth	NIL				
TheHarmonicon__1824-016.txt_1256	"(Printed for G. and W. B. Whittaker, dve Maria Lune; and Clementi and Co., Cheapside.)"	Maria Lune	NIL	person	given name	Q325872	no	yes	yes	Corpus
TheHarmonicon__1824-016.txt_1256	"(Printed for G. and W. B. Whittaker, dve Maria Lune; and Clementi and Co., Cheapside.)"	Maria Lune	NIL	person	sex or gender	Q6581072	no	yes		Corpus
TheHarmonicon__1824-016.txt_1256	"(Printed for G. and W. B. Whittaker, dve Maria Lune; and Clementi and Co., Cheapside.)"	Maria Lune	NIL	person	country of citizenship	Q145	no	yes		Corpus
TheHarmonicon__1824-016.txt_1256	"(Printed for G. and W. B. Whittaker, dve Maria Lune; and Clementi and Co., Cheapside.)"	Maria Lune	NIL	person	occupation	Q2516866, Q998550	no	yes		Corpus
